cod_municipio,mun,prov_mun,ccaa_mun,pob,lat,lon,tipo,nombre_centro,mun_centro,lat_centro,lon_centro,prov_centro
01003,Aramaio,Araba,País Vasco,1456,43.0459861139606,-2.59363483068513,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Araba
01004,Artziniega,Araba,País Vasco,1809,43.129708736687,-3.14146787361187,Rehabilitación y fisioterapia,Hospital Universitario Cruces,Barakaldo,43.282623850086026,-2.984350205322709,Araba
01006,Armiñón,Araba,País Vasco,231,42.7141143775006,-2.87338762688564,Rehabilitación y fisioterapia,Hospital Universitario Araba (Sede Txagorritxu Y Sede Santiago),Vitoria-Gasteiz,42.85485306382774,-2.6902253312152036,Araba
01009,Asparrena,Araba,País Vasco,1633,42.8942431809473,-2.31600396879419,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Araba
01010,Ayala/Aiara,Araba,País Vasco,2951,43.0754914496165,-3.07827451044091,Rehabilitación y fisioterapia,Hospital Universitario Basurto,Bilbao,43.26159835861989,-2.953037849233282,Araba
01013,Barrundia,Araba,País Vasco,895,42.9117237871019,-2.49289819495353,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Araba
01016,Bernedo,Araba,País Vasco,538,42.6939963624643,-2.52365609723798,Rehabilitación y fisioterapia,Hospital de Leza,Laguardia,42.57599403171243,-2.6385307015523387,Araba
01020,Kuartango,Araba,País Vasco,396,42.8957905933884,-2.93560873156525,Rehabilitación y fisioterapia,Hospital Universitario Araba (Sede Txagorritxu Y Sede Santiago),Vitoria-Gasteiz,42.85485306382774,-2.6902253312152036,Araba
01021,Elburgo/Burgelu,Araba,País Vasco,634,42.8650492203606,-2.54720221844233,Rehabilitación y fisioterapia,Hospital Universitario Araba (Sede Txagorritxu Y Sede Santiago),Vitoria-Gasteiz,42.85485306382774,-2.6902253312152036,Araba
01027,Iruraiz-Gauna,Araba,País Vasco,529,42.8227209159448,-2.47618606376213,Rehabilitación y fisioterapia,Hospital Universitario Araba (Sede Txagorritxu Y Sede Santiago),Vitoria-Gasteiz,42.85485306382774,-2.6902253312152036,Araba
01031,Laguardia,Araba,País Vasco,1464,42.5486154941345,-2.57377068371524,Rehabilitación y fisioterapia,Hospital de Leza,Laguardia,42.57599403171243,-2.6385307015523387,Araba
01036,Laudio/Llodio,Araba,País Vasco,18009,43.1384345704892,-2.9777019364597,Rehabilitación y fisioterapia,Hospital Universitario Basurto,Bilbao,43.26159835861989,-2.953037849233282,Araba
01037,Arraia-Maeztu,Araba,País Vasco,800,42.7491147295538,-2.44524668994455,Rehabilitación y fisioterapia,Hospital de Leza,Laguardia,42.57599403171243,-2.6385307015523387,Araba
01039,Moreda de Álava/Moreda Araba,Araba,País Vasco,209,42.5274311503977,-2.41503764116663,Rehabilitación y fisioterapia,Hospital de Leza,Laguardia,42.57599403171243,-2.6385307015523387,Araba
01042,Okondo,Araba,País Vasco,1196,43.1684887344445,-3.01792945292723,Rehabilitación y fisioterapia,Hospital Universitario Basurto,Bilbao,43.26159835861989,-2.953037849233282,Araba
01044,Peñacerrada-Urizaharra,Araba,País Vasco,299,42.6383157765936,-2.70054482147816,Rehabilitación y fisioterapia,Hospital de Leza,Laguardia,42.57599403171243,-2.6385307015523387,Araba
01046,Erriberagoitia/Ribera Alta,Araba,País Vasco,826,42.8024584503589,-2.92512307548472,Rehabilitación y fisioterapia,Hospital Universitario Araba (Sede Txagorritxu Y Sede Santiago),Vitoria-Gasteiz,42.85485306382774,-2.6902253312152036,Araba
01054,Urkabustaiz,Araba,País Vasco,1414,42.966250536576,-2.92089843446057,Rehabilitación y fisioterapia,Hospital Universitario Araba (Sede Txagorritxu Y Sede Santiago),Vitoria-Gasteiz,42.85485306382774,-2.6902253312152036,Araba
01055,Valdegovía/Gaubea,Araba,País Vasco,1049,42.8640679948503,-3.12832824312291,Rehabilitación y fisioterapia,Hospital Universitario Basurto,Bilbao,43.26159835861989,-2.953037849233282,Araba
01063,Zuia,Araba,País Vasco,2318,42.984384833981,-2.83588961249394,Rehabilitación y fisioterapia,Hospital Universitario Araba (Sede Txagorritxu Y Sede Santiago),Vitoria-Gasteiz,42.85485306382774,-2.6902253312152036,Araba
01901,Iruña Oka/Iruña de Oca,Araba,País Vasco,3468,42.8265195236791,-2.81943228689425,Rehabilitación y fisioterapia,Hospital Universitario Araba (Sede Txagorritxu Y Sede Santiago),Vitoria-Gasteiz,42.85485306382774,-2.6902253312152036,Araba
20013,Aretxabaleta,Gipuzkoa,País Vasco,7108,43.0189474538574,-2.48562772697484,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Gipuzkoa
20014,Asteasu,Gipuzkoa,País Vasco,1549,43.2040818017036,-2.11527082044629,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20015,Ataun,Gipuzkoa,País Vasco,1697,42.9736536899262,-2.16208296923457,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20016,Aia,Gipuzkoa,País Vasco,2056,43.2430561106785,-2.14938730102452,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20018,Azpeitia,Gipuzkoa,País Vasco,15191,43.162554536821,-2.25975081513899,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20019,Beasain,Gipuzkoa,País Vasco,13949,43.0722999142422,-2.21938232704681,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20022,Berastegi,Gipuzkoa,País Vasco,1099,43.1315192756749,-1.96058775161343,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20027,Zestoa,Gipuzkoa,País Vasco,3769,43.2362694465834,-2.24237691228192,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Gipuzkoa
20028,Zizurkil,Gipuzkoa,País Vasco,3001,43.2167684522859,-2.07712635834945,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20029,Deba,Gipuzkoa,País Vasco,5441,43.2637668505737,-2.32017548837308,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Gipuzkoa
20031,Elduain,Gipuzkoa,País Vasco,244,43.1628869723577,-1.97468681747349,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20061,Orio,Gipuzkoa,País Vasco,6096,43.2874710559771,-2.1075598306848,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20073,Usurbil,Gipuzkoa,País Vasco,6132,43.2734233827858,-2.06254359800359,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20074,Bergara,Gipuzkoa,País Vasco,14584,43.1246869263847,-2.42889326876698,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Gipuzkoa
48004,Amoroto,Bizkaia,País Vasco,414,43.3217856837115,-2.51099731611936,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Bizkaia
48007,Munitibar-Arbatzegi Gerrikaitz,Bizkaia,País Vasco,484,43.2587702443953,-2.59784929815649,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Bizkaia
48008,Artzentales,Bizkaia,País Vasco,726,43.2377304074253,-3.23383064116867,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48009,Arrankudiaga-Zollo,Bizkaia,País Vasco,989,43.1787010343142,-2.93948925304968,Rehabilitación y fisioterapia,Hospital Universitario Basurto,Bilbao,43.26159835861989,-2.953037849233282,Bizkaia
48010,Arrieta,Bizkaia,País Vasco,575,43.3464690653347,-2.76360668345616,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48011,Arrigorriaga,Bizkaia,País Vasco,12140,43.2084737139444,-2.91291607302077,Rehabilitación y fisioterapia,Hospital Santa Marina,Bilbao,43.262259904279944,-2.8824232990695826,Bizkaia
48012,Bakio,Bizkaia,País Vasco,2775,43.4201423889132,-2.813087948451,Rehabilitación y fisioterapia,Hospital de Gorliz,Gorliz,43.41734773568112,-2.9443191130001947,Bizkaia
48013,Barakaldo,Bizkaia,País Vasco,100907,43.2727370452699,-3.00340191707848,Rehabilitación y fisioterapia,Hospital Universitario Cruces,Barakaldo,43.282623850086026,-2.984350205322709,Bizkaia
48023,Artea,Bizkaia,País Vasco,742,43.1258899230664,-2.80057270427649,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48024,Zeanuri,Bizkaia,País Vasco,1248,43.0677459177049,-2.74706724662908,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48025,Zeberio,Bizkaia,País Vasco,1088,43.1510570276801,-2.85518314897236,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48029,Etxebarri,Bizkaia,País Vasco,11664,43.2517923925407,-2.88554441534601,Rehabilitación y fisioterapia,Hospital Santa Marina,Bilbao,43.262259904279944,-2.8824232990695826,Bizkaia
48030,Etxebarria,Bizkaia,País Vasco,790,43.2498787949377,-2.4702982763902,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Bizkaia
48047,Gizaburuaga,Bizkaia,País Vasco,200,43.3304248447219,-2.54064123732387,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Bizkaia
48048,Ibarrangelu,Bizkaia,País Vasco,670,43.3926089926016,-2.65301749111215,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48049,Ispaster,Bizkaia,País Vasco,754,43.3562003634691,-2.54863041264826,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Bizkaia
48050,Izurtza,Bizkaia,País Vasco,240,43.1489798870671,-2.64808329820015,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48054,Leioa,Bizkaia,País Vasco,32188,43.3290280988276,-2.98607568671092,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48055,Lemoa,Bizkaia,País Vasco,3489,43.2044278614863,-2.77060204544263,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48056,Lemoiz,Bizkaia,País Vasco,1297,43.417354658825,-2.89013883679054,Rehabilitación y fisioterapia,Hospital de Gorliz,Gorliz,43.41734773568112,-2.9443191130001947,Bizkaia
48057,Lekeitio,Bizkaia,País Vasco,7271,43.3661117796192,-2.50731492303358,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Bizkaia
48063,Mendexa,Bizkaia,País Vasco,422,43.3470835266389,-2.48715298036405,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Bizkaia
48064,Meñaka,Bizkaia,País Vasco,753,43.3671112014365,-2.78953362411865,Rehabilitación y fisioterapia,Hospital Santa Marina,Bilbao,43.262259904279944,-2.8824232990695826,Bizkaia
48065,Ugao-Miraballes,Bizkaia,País Vasco,4114,43.1825248608907,-2.90412674981919,Rehabilitación y fisioterapia,Hospital Santa Marina,Bilbao,43.262259904279944,-2.8824232990695826,Bizkaia
48066,Morga,Bizkaia,País Vasco,408,43.3008451512868,-2.76006711835665,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48067,Muxika,Bizkaia,País Vasco,1475,43.2588571811864,-2.68599979103747,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48068,Mundaka,Bizkaia,País Vasco,1862,43.404041743212,-2.70874837655522,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48069,Mungia,Bizkaia,País Vasco,17701,43.360976908604,-2.83571296477274,Rehabilitación y fisioterapia,Hospital Santa Marina,Bilbao,43.262259904279944,-2.8824232990695826,Bizkaia
48070,Aulesti,Bizkaia,País Vasco,646,43.294646952416,-2.55661539527043,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Bizkaia
48071,Muskiz,Bizkaia,País Vasco,7438,43.3254069042344,-3.12971645585749,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48072,Otxandio,Bizkaia,País Vasco,1359,43.0419827034834,-2.65493872091995,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Bizkaia
48073,Ondarroa,Bizkaia,País Vasco,8326,43.3196569426535,-2.43359582881978,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Bizkaia
48081,Lezama,Bizkaia,País Vasco,2454,43.2758725290791,-2.82955518200311,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48085,Sopela,Bizkaia,País Vasco,14276,43.377694091756,-2.97903389988842,Rehabilitación y fisioterapia,Hospital de Gorliz,Gorliz,43.41734773568112,-2.9443191130001947,Bizkaia
48086,Sopuerta,Bizkaia,País Vasco,2638,43.2603238689573,-3.17342636719987,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48088,Ubide,Bizkaia,País Vasco,162,43.0302295768235,-2.69088337792941,Rehabilitación y fisioterapia,Hospital Universitario Araba (Sede Txagorritxu Y Sede Santiago),Vitoria-Gasteiz,42.85485306382774,-2.6902253312152036,Bizkaia
48089,Urduliz,Bizkaia,País Vasco,5034,43.3667215403706,-2.9448217831558,Rehabilitación y fisioterapia,Hospital de Gorliz,Gorliz,43.41734773568112,-2.9443191130001947,Bizkaia
48091,Atxondo,Bizkaia,País Vasco,1366,43.1053170790206,-2.58683873412503,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Bizkaia
48092,Bedia,Bizkaia,País Vasco,1076,43.1986378270265,-2.81745751150926,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48093,Areatza,Bizkaia,País Vasco,1271,43.1022242805963,-2.79034623848612,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48094,Igorre,Bizkaia,País Vasco,4314,43.1736207918289,-2.7793045721288,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48095,Zaldibar,Bizkaia,País Vasco,3038,43.1672453378456,-2.52553164542768,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Bizkaia
48096,Zalla,Bizkaia,País Vasco,8416,43.2045832651216,-3.14627724293932,Rehabilitación y fisioterapia,Hospital San Eloy,Barakaldo,43.29692905955044,-2.9934765997806783,Bizkaia
48904,Sondika,Bizkaia,País Vasco,4555,43.2901745020383,-2.92954387562775,Rehabilitación y fisioterapia,Hospital Universitario Basurto,Bilbao,43.26159835861989,-2.953037849233282,Bizkaia
48905,Zamudio,Bizkaia,País Vasco,3277,43.2877476009688,-2.86667528767997,Rehabilitación y fisioterapia,Hospital Santa Marina,Bilbao,43.262259904279944,-2.8824232990695826,Bizkaia
48906,Forua,Bizkaia,País Vasco,910,43.3360783424679,-2.68699779755503,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
48907,Kortezubi,Bizkaia,País Vasco,439,43.3328786110961,-2.63785196987998,Rehabilitación y fisioterapia,Hospital Galdakao-Usansolo,Galdakao,43.223463362500986,-2.817917777584963,Bizkaia
20017,Azkoitia,Gipuzkoa,País Vasco,11657,43.1741596986588,-2.32902734326514,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20032,Elgoibar,Gipuzkoa,País Vasco,11464,43.2144888439634,-2.40339059996822,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Gipuzkoa
20033,Elgeta,Gipuzkoa,País Vasco,1141,43.1480025859223,-2.48272757040274,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Gipuzkoa
20034,Eskoriatza,Gipuzkoa,País Vasco,4131,42.9995735346375,-2.53325226986969,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Gipuzkoa
20035,Ezkio-Itsaso,Gipuzkoa,País Vasco,614,43.0839237867153,-2.2674241889068,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20036,Hondarribia,Gipuzkoa,País Vasco,16852,43.361587549990404,-1.8253296911607,Rehabilitación y fisioterapia,Hospital Bidasoa (Osi Bidasoa),Hondarribia,43.34250281153697,-1.815076990450064,Gipuzkoa
20037,Gaintza,Gipuzkoa,País Vasco,126,43.0539017168447,-2.13104226267547,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20038,Gabiria,Gipuzkoa,País Vasco,502,43.0520202465848,-2.29603556844615,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20039,Getaria,Gipuzkoa,País Vasco,2794,43.2940717449664,-2.2136844950568,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Gipuzkoa
20040,Hernani,Gipuzkoa,País Vasco,20362,43.236035917192,-1.94297803034276,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20041,Hernialde,Gipuzkoa,País Vasco,321,43.1538395614552,-2.09496287774587,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20042,Ibarra,Gipuzkoa,País Vasco,4220,43.1423757766356,-2.04910447565466,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20043,Idiazabal,Gipuzkoa,País Vasco,2281,42.9872278272352,-2.23293840061437,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20044,Ikaztegieta,Gipuzkoa,País Vasco,485,43.090898513247,-2.12093508563103,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20045,Irun,Gipuzkoa,País Vasco,62933,43.3187739677982,-1.78448470377211,Rehabilitación y fisioterapia,Hospital Bidasoa (Osi Bidasoa),Hondarribia,43.34250281153697,-1.815076990450064,Gipuzkoa
20046,Irura,Gipuzkoa,País Vasco,1877,43.1655857968851,-2.05720160849158,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20047,Itsasondo,Gipuzkoa,País Vasco,658,43.0822321656828,-2.18091713803715,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20048,Larraul,Gipuzkoa,País Vasco,259,43.1859825368401,-2.12223784999871,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20049,Lazkao,Gipuzkoa,País Vasco,6007,43.0210260574832,-2.17195017764502,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20050,Leaburu,Gipuzkoa,País Vasco,380,43.1211475080925,-2.05407027578699,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20051,Legazpi,Gipuzkoa,País Vasco,8367,43.0288096179994,-2.34218463616322,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20052,Legorreta,Gipuzkoa,País Vasco,1440,43.0892445686659,-2.15220590308013,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20053,Lezo,Gipuzkoa,País Vasco,6062,43.3276653594282,-1.87759388177482,Rehabilitación y fisioterapia,Hospital Bidasoa (Osi Bidasoa),Hondarribia,43.34250281153697,-1.815076990450064,Gipuzkoa
20054,Lizartza,Gipuzkoa,País Vasco,625,43.093892748321,-2.0308678074043,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20055,Arrasate/Mondragón,Gipuzkoa,País Vasco,21867,43.0701414978919,-2.49950893210971,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Gipuzkoa
20056,Mutriku,Gipuzkoa,País Vasco,5284,43.2935081084102,-2.39900925163351,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Gipuzkoa
20057,Mutiloa,Gipuzkoa,País Vasco,256,43.0278865670503,-2.28115856483003,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20058,Olaberria,Gipuzkoa,País Vasco,938,43.0242472050709,-2.20672041827271,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20059,Oñati,Gipuzkoa,País Vasco,11428,43.0112227088185,-2.41379269461581,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Gipuzkoa
20060,Orexa,Gipuzkoa,País Vasco,117,43.0901265357423,-2.00231271924562,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20066,Errezil,Gipuzkoa,País Vasco,578,43.1757427847516,-2.18532066222183,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20067,Errenteria,Gipuzkoa,País Vasco,39219,43.2643848487819,-1.88851081544984,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20068,Leintz-Gatzaga,Gipuzkoa,País Vasco,211,42.9753234800782,-2.56449084731798,Rehabilitación y fisioterapia,Organizacion Sanitaria Integrada Debagoiena,Arrasate/Mondragón,43.06316442124435,-2.4832731273616044,Gipuzkoa
20069,Donostia/San Sebastián,Gipuzkoa,País Vasco,188102,43.2953555761224,-1.98803859568223,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20070,Segura,Gipuzkoa,País Vasco,1461,42.9962099480237,-2.25963845655258,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20071,Tolosa,Gipuzkoa,País Vasco,19795,43.1062885364033,-2.08104330377073,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20072,Urnieta,Gipuzkoa,País Vasco,6197,43.2269275783363,-1.97127636778273,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20078,Zaldibia,Gipuzkoa,País Vasco,1636,43.0252095535385,-2.13776197438598,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20079,Zarautz,Gipuzkoa,País Vasco,23271,43.2740736684909,-2.16920929154275,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20080,Zumarraga,Gipuzkoa,País Vasco,9668,43.1021833468512,-2.30990931915079,Rehabilitación y fisioterapia,Hospital de Zumarraga (Osi Goierri - Alto Urola),Zumarraga,43.083676751045296,-2.313203437046193,Gipuzkoa
20081,Zumaia,Gipuzkoa,País Vasco,10124,43.2860387605403,-2.24496305116298,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Gipuzkoa
20901,Mendaro,Gipuzkoa,País Vasco,1983,43.2464590474533,-2.38148453693291,Rehabilitación y fisioterapia,Hospital de Mendaro (Osi Bajo Deba),Mendaro,43.25054031644711,-2.3855301113343277,Gipuzkoa
20902,Lasarte-Oria,Gipuzkoa,País Vasco,18893,43.2602182128331,-2.01286497410791,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
20903,Astigarraga,Gipuzkoa,País Vasco,7185,43.2777225546841,-1.93372118617312,Rehabilitación y fisioterapia,Hospital Universitario Donostia,Donostia/San Sebastián,43.29211965164409,-1.970499902098704,Gipuzkoa
