cod_municipio,mun,prov_mun,ccaa_mun,pob,lat,lon,tipo,nombre_centro,mun_centro,lat_centro,lon_centro,prov_centro
24146,San Esteban de Nogales,León,Castilla y León,252,42.1587478782069,-5.9395960206547596,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24148,San Justo de la Vega,León,Castilla y León,1780,42.4623977765663,-6.00687338226972,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24149,San Millán de los Caballeros,León,Castilla y León,173,42.2901689294137,-5.58062764000366,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24150,San Pedro Bercianos,León,Castilla y León,230,42.4120668941133,-5.71989705635877,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24151,Santa Colomba de Curueño,León,Castilla y León,478,42.7521061789316,-5.41385976963517,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24152,Santa Colomba de Somoza,León,Castilla y León,518,42.4694012969366,-6.29049965236081,Rehabilitación y fisioterapia,Hospital El Bierzo,Ponferrada,42.57224198104088,-6.643462430868575,León
24153,Santa Cristina de Valmadrigal,León,Castilla y León,262,42.3612342145651,-5.31008321627539,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24154,Santa Elena de Jamuz,León,Castilla y León,1029,42.2431524531427,-5.91111961276557,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24155,Santa María de la Isla,León,Castilla y León,468,42.3633165106095,-5.93083255217639,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24156,Santa María del Monte de Cea,León,Castilla y León,217,42.4965769953969,-5.13582463589922,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24157,Santa María del Páramo,León,Castilla y León,3109,42.357169027527,-5.74792322698884,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24158,Santa María de Ordás,León,Castilla y León,332,42.7384201977428,-5.83644667275364,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24159,Santa Marina del Rey,León,Castilla y León,1848,42.4927409818885,-5.84180966354132,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24160,Santas Martas,León,Castilla y León,728,42.4531818761548,-5.3450115466148,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24161,Santiago Millas,León,Castilla y León,343,42.4022422781528,-6.11039989417528,Rehabilitación y fisioterapia,Hospital El Bierzo,Ponferrada,42.57224198104088,-6.643462430868575,León
24162,Santovenia de la Valdoncina,León,Castilla y León,2079,42.5404840143689,-5.61780380143547,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24163,Sariegos,León,Castilla y León,5170,42.6583790198501,-5.62930573353224,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24164,Sena de Luna,León,Castilla y León,367,42.9182425118814,-5.92226428877767,Rehabilitación y fisioterapia,Hospital Valle de Laciana,Villablino,42.94321534423942,-6.331650453097422,León
24165,Sobrado,León,Castilla y León,292,42.5201491935795,-6.87189757390816,Rehabilitación y fisioterapia,Hospital El Bierzo,Ponferrada,42.57224198104088,-6.643462430868575,León
24166,Soto de la Vega,León,Castilla y León,1518,42.3364551751754,-5.89470742356659,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24167,Soto y Amío,León,Castilla y León,770,42.7794916045983,-5.87575778176011,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24168,Toral de los Guzmanes,León,Castilla y León,508,42.2413621305239,-5.57006355427603,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24169,Toreno,León,Castilla y León,3017,42.7157508494487,-6.50401322682388,Rehabilitación y fisioterapia,Hospital El Bierzo,Ponferrada,42.57224198104088,-6.643462430868575,León
24170,Torre del Bierzo,León,Castilla y León,2079,42.5767142775849,-6.32287688244383,Rehabilitación y fisioterapia,Hospital El Bierzo,Ponferrada,42.57224198104088,-6.643462430868575,León
24171,Trabadelo,León,Castilla y León,336,42.6472559755205,-6.8743283042439,Rehabilitación y fisioterapia,Hospital El Bierzo,Ponferrada,42.57224198104088,-6.643462430868575,León
24172,Truchas,León,Castilla y León,418,42.2670925044579,-6.41572674200373,Rehabilitación y fisioterapia,Hospital El Bierzo,Ponferrada,42.57224198104088,-6.643462430868575,León
24173,Turcia,León,Castilla y León,1003,42.5512215868525,-5.88531694348777,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24174,Urdiales del Páramo,León,Castilla y León,480,42.3784794749213,-5.77878359726135,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24175,Valdefresno,León,Castilla y León,2208,42.6103530180273,-5.47449252980949,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24176,Valdefuentes del Páramo,León,Castilla y León,310,42.3109571204358,-5.82376006550005,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24177,Valdelugueros,León,Castilla y León,515,42.981367417099,-5.42153711204463,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24178,Valdemora,León,Castilla y León,70,42.1895413678351,-5.42432125123077,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24179,Valdepiélago,León,Castilla y León,309,42.8819943686423,-5.42221828552552,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24180,Valdepolo,León,Castilla y León,1207,42.554211537437,-5.22593980963213,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24181,Valderas,León,Castilla y León,1575,42.086263879445,-5.44467369250477,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24182,Valderrey,León,Castilla y León,435,42.3919562735974,-6.02957466150532,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24183,Valderrueda,León,Castilla y León,836,42.8256638956552,-4.97404455490675,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24184,Valdesamario,León,Castilla y León,195,42.7282585106559,-6.02312606278668,Rehabilitación y fisioterapia,Hospital Valle de Laciana,Villablino,42.94321534423942,-6.331650453097422,León
24185,Val de San Lorenzo,León,Castilla y León,496,42.4068883759393,-6.15234003076356,Rehabilitación y fisioterapia,Hospital El Bierzo,Ponferrada,42.57224198104088,-6.643462430868575,León
24187,Valdevimbre,León,Castilla y León,936,42.4116911163074,-5.64859521697194,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24188,Valencia de Don Juan,León,Castilla y León,5159,42.2832321531869,-5.50092204343634,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24189,Valverde de la Virgen,León,Castilla y León,7442,42.5721203463949,-5.69322898245482,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24190,Valverde-Enrique,León,Castilla y León,152,42.3069908876931,-5.28668990196515,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24191,Vallecillo,León,Castilla y León,123,42.3487407284695,-5.20831113439684,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24193,La Vecilla,León,Castilla y León,414,42.8234423510246,-5.4072858589713,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24194,Vegacervera,León,Castilla y León,262,42.8963718194242,-5.5672360029258,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24196,Vega de Espinareda,León,Castilla y León,2005,42.754545922531,-6.73224630192663,Rehabilitación y fisioterapia,Hospital El Bierzo,Ponferrada,42.57224198104088,-6.643462430868575,León
24197,Vega de Infanzones,León,Castilla y León,824,42.488703199084,-5.54665529379656,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24198,Vega de Valcarce,León,Castilla y León,578,42.6786306342995,-6.9769798386241,Rehabilitación y fisioterapia,Hospital El Bierzo,Ponferrada,42.57224198104088,-6.643462430868575,León
24199,Vegaquemada,León,Castilla y León,426,42.7985260969765,-5.32942358856694,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24201,Vegas del Condado,León,Castilla y León,1149,42.6738763331206,-5.38576915851625,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24202,Villablino,León,Castilla y León,8226,42.9632566621077,-6.32954252968986,Rehabilitación y fisioterapia,Hospital Valle de Laciana,Villablino,42.94321534423942,-6.331650453097422,León
24203,Villabraz,León,Castilla y León,92,42.2548458931258,-5.44507406920486,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24205,Villadangos del Páramo,León,Castilla y León,1214,42.5202060035798,-5.7720912198214,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24206,Toral de los Vados,León,Castilla y León,1809,42.553715268227,-6.77546882726078,Rehabilitación y fisioterapia,Hospital El Bierzo,Ponferrada,42.57224198104088,-6.643462430868575,León
24207,Villademor de la Vega,León,Castilla y León,299,42.2676808223588,-5.58251275467967,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24209,Villafranca del Bierzo,León,Castilla y León,2806,42.6992956744312,-6.80840929007321,Rehabilitación y fisioterapia,Hospital El Bierzo,Ponferrada,42.57224198104088,-6.643462430868575,León
24210,Villagatón,León,Castilla y León,636,42.635102919815,-6.17745938189908,Rehabilitación y fisioterapia,Hospital Valle de Laciana,Villablino,42.94321534423942,-6.331650453097422,León
24211,Villamandos,León,Castilla y León,292,42.1827163484655,-5.59142760115628,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24212,Villamañán,León,Castilla y León,1083,42.3396579207416,-5.60032079413344,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24213,Villamartín de Don Sancho,León,Castilla y León,156,42.5839375780022,-5.09141197653248,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24214,Villamejil,León,Castilla y León,682,42.5778295321148,-6.01955711480704,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24215,Villamol,León,Castilla y León,150,42.4497907428975,-5.05228313214659,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24216,Villamontán de la Valduerna,León,Castilla y León,711,42.305587412166,-6.01874079453984,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24217,Villamoratiel de las Matas,León,Castilla y León,129,42.4043607145663,-5.30787526568559,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24218,Villanueva de las Manzanas,León,Castilla y León,495,42.4634072396858,-5.47171552525859,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24219,Villaobispo de Otero,León,Castilla y León,515,42.5023628497539,-6.05532114920171,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24221,Villaquejida,León,Castilla y León,828,42.1216438354575,-5.5785603673787,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24222,Villaquilambre,León,Castilla y León,18597,42.6503312599523,-5.54549125806411,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24223,Villarejo de Órbigo,León,Castilla y León,2945,42.4325036653916,-5.91807373200596,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24224,Villares de Órbigo,León,Castilla y León,587,42.4725577101193,-5.92851728191442,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24225,Villasabariego,León,Castilla y León,1121,42.5466111267845,-5.3908600831784,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24226,Villaselán,León,Castilla y León,181,42.566506272628,-5.03196176492701,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24227,Villaturiel,León,Castilla y León,1865,42.5230205416798,-5.5050475753983,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24228,Villazala,León,Castilla y León,636,42.3735723622645,-5.85028248482661,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24229,Villazanzo de Valderaduey,León,Castilla y León,392,42.5644603408241,-4.94571826357804,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24230,Zotes del Páramo,León,Castilla y León,419,42.2644159239485,-5.73117144618794,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24901,Villamanín,León,Castilla y León,912,42.971239874507,-5.70610433897439,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
24902,Villaornate y Castro,León,Castilla y León,318,42.1885571859652,-5.53026154800517,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,León
34001,Abarca de Campos,Palencia,Castilla y León,45,42.0591692696162,-4.84637363101998,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34003,Abia de las Torres,Palencia,Castilla y León,167,42.4355523554511,-4.41904597850489,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34004,Aguilar de Campoo,Palencia,Castilla y León,6711,42.7925480295025,-4.28206210776372,Rehabilitación y fisioterapia,Hospital Universitario de Burgos (Complejo Asistencial Univer. de Burgos),Burgos,42.36208126132704,-3.684965101990025,Palencia
34005,Alar del Rey,Palencia,Castilla y León,908,42.6728249203888,-4.30395756798381,Rehabilitación y fisioterapia,Hospital Universitario de Burgos (Complejo Asistencial Univer. de Burgos),Burgos,42.36208126132704,-3.684965101990025,Palencia
34006,Alba de Cerrato,Palencia,Castilla y León,83,41.8005822100481,-4.36852053172085,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34009,Amayuelas de Arriba,Palencia,Castilla y León,36,42.2217820076918,-4.4862612055292,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34010,Ampudia,Palencia,Castilla y León,600,41.8974450450776,-4.76741605855135,Rehabilitación y fisioterapia,Hospital Clinico Universitario de Valladolid,Valladolid,41.65630684353768,-4.71963062321253,Palencia
34011,Amusco,Palencia,Castilla y León,414,42.1486609436651,-4.44315696473088,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34012,Antigüedad,Palencia,Castilla y León,362,41.9303780070021,-4.08866344730333,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34015,Arconada,Palencia,Castilla y León,43,42.3394913707464,-4.48695497459318,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34017,Astudillo,Palencia,Castilla y León,1021,42.1621571906037,-4.31924308254608,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34018,Autilla del Pino,Palencia,Castilla y León,217,41.9842763726843,-4.632883747278,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34019,Autillo de Campos,Palencia,Castilla y León,132,42.0879067205996,-4.85062656707907,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34020,Ayuela,Palencia,Castilla y León,54,42.6422375045241,-4.70363806238485,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34022,Baltanás,Palencia,Castilla y León,1219,41.9404025499437,-4.20356280357382,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34023,Venta de Baños,Palencia,Castilla y León,6399,41.9290286792425,-4.47080891277935,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34024,Baquerín de Campos,Palencia,Castilla y León,26,42.0196645020968,-4.76446571692467,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34025,Bárcena de Campos,Palencia,Castilla y León,52,42.4869856562697,-4.49937592973452,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34027,Barruelo de Santullán,Palencia,Castilla y León,1187,42.8833537508749,-4.30671520241487,Rehabilitación y fisioterapia,Hospital Universitario de Burgos (Complejo Asistencial Univer. de Burgos),Burgos,42.36208126132704,-3.684965101990025,Palencia
34028,Báscones de Ojeda,Palencia,Castilla y León,138,42.679267404174,-4.53739052021612,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34029,Becerril de Campos,Palencia,Castilla y León,762,42.1129114280826,-4.63429929053193,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34031,Belmonte de Campos,Palencia,Castilla y León,26,41.9406663104861,-4.97892091246131,Rehabilitación y fisioterapia,Hospital Clinico Universitario de Valladolid,Valladolid,41.65630684353768,-4.71963062321253,Palencia
34032,Berzosilla,Palencia,Castilla y León,39,42.7905242336595,-4.01763771062354,Rehabilitación y fisioterapia,Hospital Universitario de Burgos (Complejo Asistencial Univer. de Burgos),Burgos,42.36208126132704,-3.684965101990025,Palencia
34033,Boada de Campos,Palencia,Castilla y León,18,41.9856928181352,-4.87918325786471,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34034,Boadilla del Camino,Palencia,Castilla y León,121,42.2668752786628,-4.33627216858808,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34035,Boadilla de Rioseco,Palencia,Castilla y León,114,42.1772861718779,-4.96808103579756,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34036,Brañosera,Palencia,Castilla y León,255,42.9389550890757,-4.29530806797561,Rehabilitación y fisioterapia,Hospital Universitario de Burgos (Complejo Asistencial Univer. de Burgos),Burgos,42.36208126132704,-3.684965101990025,Palencia
34037,Buenavista de Valdavia,Palencia,Castilla y León,308,42.6319516551389,-4.60493401641301,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34038,Bustillo de la Vega,Palencia,Castilla y León,278,42.4436661560325,-4.74513230562831,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34039,Bustillo del Páramo de Carrión,Palencia,Castilla y León,60,42.3487008677421,-4.7320581621703,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34041,Calahorra de Boedo,Palencia,Castilla y León,85,42.5665450767933,-4.37998918966317,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34042,Calzada de los Molinos,Palencia,Castilla y León,317,42.3160356322332,-4.66280645981776,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34045,Capillas,Palencia,Castilla y León,72,42.0100673467085,-4.89761954820829,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34046,Cardeñosa de Volpejera,Palencia,Castilla y León,56,42.2289827531579,-4.69970106458483,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34047,Carrión de los Condes,Palencia,Castilla y León,2011,42.3271112871328,-4.61595260536457,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34048,Castil de Vela,Palencia,Castilla y León,58,41.9824016967999,-4.95095617943819,Rehabilitación y fisioterapia,Hospital Clinico Universitario de Valladolid,Valladolid,41.65630684353768,-4.71963062321253,Palencia
34049,Castrejón de la Peña,Palencia,Castilla y León,346,42.7964971409113,-4.60058412857812,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34050,Castrillo de Don Juan,Palencia,Castilla y León,196,41.8246563303862,-4.08957911736771,Rehabilitación y fisioterapia,Hospital Santos Reyes,Aranda De Duero,41.66962525230938,-3.691567790344565,Palencia
34051,Castrillo de Onielo,Palencia,Castilla y León,104,41.8626320875468,-4.28923394474227,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34052,Castrillo de Villavega,Palencia,Castilla y León,173,42.4545803563013,-4.47794221966003,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34053,Castromocho,Palencia,Castilla y León,212,42.0185641304986,-4.82442030418158,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34055,Cervatos de la Cueza,Palencia,Castilla y León,269,42.3113723567917,-4.77986839858546,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34056,Cervera de Pisuerga,Palencia,Castilla y León,2288,42.903933673957,-4.52852586368616,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34057,Cevico de la Torre,Palencia,Castilla y León,479,41.8514219711583,-4.42346163868596,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34058,Cevico Navero,Palencia,Castilla y León,186,41.8594337687473,-4.15086408658994,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34059,Cisneros,Palencia,Castilla y León,429,42.2099657562753,-4.87017031117877,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34060,Cobos de Cerrato,Palencia,Castilla y León,131,42.0140295197891,-4.02930764113588,Rehabilitación y fisioterapia,Hospital Santos Reyes,Aranda De Duero,41.66962525230938,-3.691567790344565,Palencia
34061,Collazos de Boedo,Palencia,Castilla y León,104,42.6367014988374,-4.49281811798035,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34062,Congosto de Valdavia,Palencia,Castilla y León,150,42.7066617889017,-4.66665475233017,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34063,Cordovilla la Real,Palencia,Castilla y León,98,42.0979236560511,-4.23871400986453,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34066,Cubillas de Cerrato,Palencia,Castilla y León,63,41.7903975350061,-4.47027377463847,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34067,Dehesa de Montejo,Palencia,Castilla y León,127,42.8200945604375,-4.51508638620032,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34068,Dehesa de Romanos,Palencia,Castilla y León,56,42.6382266109572,-4.44232045886956,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34069,Dueñas,Palencia,Castilla y León,2592,41.8756740747062,-4.56179499401728,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34070,Espinosa de Cerrato,Palencia,Castilla y León,134,41.9564489890752,-3.95741509698166,Rehabilitación y fisioterapia,Hospital Santos Reyes,Aranda De Duero,41.66962525230938,-3.691567790344565,Palencia
34071,Espinosa de Villagonzalo,Palencia,Castilla y León,165,42.4724732637427,-4.37471487588831,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34072,Frechilla,Palencia,Castilla y León,148,42.134351194728,-4.83857539162593,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34073,Fresno del Río,Palencia,Castilla y León,186,42.683341326826,-4.83838361798168,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,Palencia
34074,Frómista,Palencia,Castilla y León,777,42.2666269931502,-4.40523398525869,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34076,Fuentes de Nava,Palencia,Castilla y León,625,42.0902111703612,-4.76748318896987,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34077,Fuentes de Valdepero,Palencia,Castilla y León,497,42.0627717631049,-4.48510877063948,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34079,Grijota,Palencia,Castilla y León,2496,42.0502932645676,-4.58833329383967,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de Palencia,Palencia,42.00129651520501,-4.539441742257816,Palencia
34080,Guardo,Palencia,Castilla y León,5786,42.7860486575519,-4.85225539262201,Rehabilitación y fisioterapia,Complejo Asistencial Universitario de León,León,42.61881729383817,-5.572387515523911,Palencia
